Id,Start,Name,Impact,Currency
2c59adfb-81dd-4403-b138-b906e846020c,01/01/2019 00:00:00,New Year's Day,NONE,GBP
a3df9351-6e7b-4176-8dcd-3c235cfe626b,01/01/2019 00:00:00,"New Year's Day ",NONE,NZD
f8f3657d-ec4c-4407-a1ab-bcad0065cb7d,01/01/2019 00:00:00,New Year's Day,NONE,EUR
ad7a5586-daa7-4ca1-a7f3-ce58215024dc,01/01/2019 00:00:00,New Year's Day,NONE,EUR
050793a3-9d10-4719-ba5b-2123e7a1a626,01/01/2019 00:00:00,New Year's Day,NONE,EUR
5ce8970f-2957-40cf-8dc6-5e18b90a986e,01/01/2019 00:00:00,New Year's Day,NONE,EUR
ed41db1b-2a9f-4d90-87c5-688a0b6ec5e1,01/01/2019 00:00:00,New Year's Day,NONE,CHF
a8625280-f3cf-47ca-9b50-c9d6cd00d636,01/01/2019 00:00:00,New Year's Day,NONE,AUD
712e63b7-c5fd-4415-8b93-c518a12a1f42,01/01/2019 05:00:00,New Year's Day,NONE,USD
5b0ef294-28d9-4057-a873-8d0cbd52a596,01/01/2019 05:00:00,New Year's Day,NONE,CAD
2f9b9d13-47fa-49a9-9d17-2d2d12158e4c,01/01/2019 22:00:00,S&P Global Manufacturing PMI,MEDIUM,AUD
8e2caaae-61e4-4525-8d41-249dbda64948,01/02/2019 00:00:00,"Day after New Year's Day ",NONE,NZD
29194607-8fe6-4ba3-953e-5aa4bea1b78a,01/02/2019 00:00:00,Bank Holiday,NONE,JPY
5cb6c50d-8797-4529-9632-8857a9b4f6b1,01/02/2019 01:45:00,Caixin Manufacturing PMI,MEDIUM,CNY
c11d94a3-a911-4334-86b2-4c458d5973f7,01/02/2019 05:30:00,RBA Commodity Index SDR (YoY),LOW,AUD
11b6c4ed-dbe8-448a-8857-11e7a204ff3e,01/02/2019 08:15:00,HCOB Manufacturing PMI,LOW,EUR
c67cb90a-7111-4b55-acf6-93849a720c2d,01/02/2019 08:45:00,HCOB Manufacturing PMI,LOW,EUR
c25a2211-0d1b-4d99-a54d-caee7cf707d3,01/02/2019 08:50:00,HCOB Manufacturing PMI,LOW,EUR
a4d91320-4a66-4e0b-a2a5-73e2754433a6,01/02/2019 08:55:00,HCOB Manufacturing PMI,MEDIUM,EUR
4dd11a9e-46b6-42c9-9ab6-2760aae76c4d,01/02/2019 09:00:00,HCOB Manufacturing PMI,MEDIUM,EUR
5acb3745-ef46-40ff-bcc3-4b27fd2adb47,01/02/2019 09:30:00,S&P Global/CIPS Manufacturing PMI,MEDIUM,GBP
f6639dd4-8929-48b8-8ada-9c1acfd48fe3,01/02/2019 13:55:00,Redbook Index (MoM),LOW,USD
e9277253-8511-407b-8635-19a8399fe639,01/02/2019 13:55:00,Redbook Index (YoY),LOW,USD
67cced2a-a4c6-46eb-ab00-a6cdf79e63a3,01/02/2019 14:30:00,S&P Global Manufacturing PMI,MEDIUM,CAD
7f575e19-6ae0-4992-b515-8b62e364b259,01/02/2019 14:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
bcd63d01-9548-4ca0-a2ec-6dc2dc422db9,01/02/2019 14:51:00,GDT Price Index,MEDIUM,NZD
87d90f79-8cd1-485f-80d4-2835181c0a9a,01/03/2019 05:00:00,Vehicle Sales (YoY),LOW,JPY
5ec48887-a46e-451f-bad1-b9b58478ec22,01/03/2019 08:00:00,Unemployment Change,LOW,EUR
2848773c-dc01-4b7d-92c3-83a1c68502f1,01/03/2019 08:30:00,SVME - Purchasing Managers' Index,LOW,CHF
47cd0304-c0ff-4a14-b25a-5898c522b468,01/03/2019 09:00:00,M3 Money Supply (3m),LOW,EUR
b74a052c-7a63-4e18-b178-d156ea4c1147,01/03/2019 09:00:00,M3 Money Supply (YoY),LOW,EUR
98c06336-3adf-4d7f-8049-7a699f9192b2,01/03/2019 09:00:00,Private Loans (YoY),LOW,EUR
035fd9a3-7d2a-43d4-a46d-28ecc92987a0,01/03/2019 09:30:00,S&P Global Construction PMI,LOW,GBP
5ba0cca4-1dc1-4211-bb21-f2816c78db5c,01/03/2019 10:18:55,10-y Obligaciones Auction,LOW,EUR
