Id,Start,Name,Impact,Currency
e69d9200-9f6e-4810-b276-3e25a5354537,01/06/2021 10:00:00,Producer Price Index (YoY),LOW,EUR
4188f5a8-a05c-4bf6-8bc3-bbeda56acc9c,01/06/2021 10:30:00,10-y Bond Auction,LOW,GBP
53aaca52-ce75-4a17-bd13-b5ee5804db6d,01/06/2021 10:30:00,10-y Bond Auction,MEDIUM,EUR
bdeee724-ccc7-4f34-b66b-eeb951a72998,01/06/2021 12:00:00,MBA Mortgage Applications,LOW,USD
a2a1db34-5294-4f27-8396-f64a5ee8fedf,01/06/2021 12:30:00,MBA Mortgage Applications,LOW,USD
aa6e6c01-be52-4b35-9029-e9597a5088a9,01/06/2021 13:00:00,Consumer Price Index (MoM),LOW,EUR
942062bb-ae49-45d3-b7bd-a1e5cb43e0d4,01/06/2021 13:00:00,Consumer Price Index (YoY),LOW,EUR
276eb33a-07b0-4231-9b26-d92b420ccd12,01/06/2021 13:00:00,Harmonized Index of Consumer Prices (MoM),LOW,EUR
a70a9777-8d71-4ef9-b9c2-912482dbcefc,01/06/2021 13:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
41288b41-734c-4e0d-9e18-f01750aff676,01/06/2021 13:15:00,ADP Employment Change,HIGH,USD
4740ef68-6e73-471a-9dfa-c58882a4fd09,01/06/2021 14:30:00,BoE's Governor Bailey speech,HIGH,GBP
2801c868-b3e5-4558-ae48-4b0df222edc4,01/06/2021 14:45:00,S&P Global Composite PMI,MEDIUM,USD
e7e41d5a-1c27-4b84-81a2-114ca9921b9d,01/06/2021 14:45:00,S&P Global Services PMI,MEDIUM,USD
ec3c3a0f-94f7-43d6-acdc-493bbb6b4d0d,01/06/2021 15:00:00,Factory Orders (MoM),MEDIUM,USD
b3e8557f-45c0-43ef-b911-7ac13ae16f98,01/06/2021 15:30:00,EIA Crude Oil Stocks Change,LOW,USD
d272c39c-16e2-4998-abdd-2e323cfbca97,01/06/2021 19:00:00,FOMC Minutes,HIGH,USD
4f6ac45f-61d7-48e4-a381-91a25034c6e5,01/06/2021 23:30:00,Labor Cash Earnings (YoY),LOW,JPY
38918e7d-e022-4fe8-9015-1f91ab23d987,01/06/2021 23:50:00,Foreign Bond Investment,LOW,JPY
ee6c66e2-63cd-43de-a324-e8d6b590df4c,01/06/2021 23:50:00,Foreign Investment in Japan Stocks,LOW,JPY
a5d1b7b5-2a88-4186-9250-278d0eb52a08,01/06/2021 23:50:10,Foreign Bond Investment,LOW,JPY
08715150-b22f-4286-9c62-4f26f40a1513,01/06/2021 23:50:10,Foreign Investment in Japan Stocks,LOW,JPY
e46b02cf-93bb-4e2f-96ff-47593b180427,01/07/2021 00:30:00,Building Permits (MoM),MEDIUM,AUD
ccdc7ff3-1fe5-4f18-b692-2b6c5c309716,01/07/2021 00:30:00,Building Permits (YoY),LOW,AUD
ee543569-6308-4f64-8b52-46b051ccdcad,01/07/2021 00:30:00,Exports (MoM),MEDIUM,AUD
8db25d01-6ade-42eb-898e-bcbb2e6f1be1,01/07/2021 00:30:00,Imports (MoM),MEDIUM,AUD
01513ca4-f8b2-4eb0-9a6d-a3626da6a8a2,01/07/2021 00:30:00,Trade Balance (MoM),HIGH,AUD
eba40ae5-6af8-4389-a0a3-ba3f2b2c9df5,01/07/2021 07:00:00,Factory Orders n.s.a. (YoY),LOW,EUR
6f2c44db-8eb2-4cc0-a51d-dfec1bc091d2,01/07/2021 07:00:00,Factory Orders s.a. (MoM),MEDIUM,EUR
4cd3f066-067c-4a2c-b977-90e70464dade,01/07/2021 07:30:00,Real Retail Sales (YoY),MEDIUM,CHF
7a94cabe-3c66-4b30-b070-eba80c2e4b32,01/07/2021 09:00:00,Economic Bulletin,MEDIUM,EUR
2dbfd12b-d1d5-47b1-b06c-ad82449883fe,01/07/2021 09:30:00,S&P Global Construction PMI,LOW,GBP
90fddadc-31bc-429a-a642-40a203f37f85,01/07/2021 09:40:00,3-y Bond Auction,LOW,EUR
81509973-16fb-4396-9111-1118e59171ba,01/07/2021 09:40:00,30-y Bond Auction,MEDIUM,EUR
879e6f6b-a88d-4174-a3b2-1ead03a6c2fc,01/07/2021 09:40:00,5-y Bond Auction,LOW,EUR
eb9c5857-e6a8-46fc-8bf0-df0741329f93,01/07/2021 10:00:00,Consumer Price Index (EU Norm) (MoM),LOW,EUR
ce59ddf5-c53d-4d81-b9fe-028dbae343cc,01/07/2021 10:00:00,Consumer Price Index (EU Norm) (YoY),LOW,EUR
5c2b7a52-957d-4a4b-ad76-0d2502661158,01/07/2021 10:00:00,Consumer Price Index (MoM),LOW,EUR
55e141d6-2625-4173-9319-c479edab541c,01/07/2021 10:00:00,Consumer Price Index (YoY),LOW,EUR
034f88f2-bd99-43b2-b4ff-b8d2ecb3d497,01/07/2021 10:00:00,10-y Bond Auction,LOW,EUR
44c5f1dd-5377-46ad-adb1-0170e4abfd48,01/07/2021 10:00:00,Business Climate,MEDIUM,EUR
1b015446-2e27-4fc2-9803-9d5900240bc2,01/07/2021 10:00:00,Consumer Confidence,MEDIUM,EUR
3ec10355-0716-435a-a9f9-9b8979c0b7c3,01/07/2021 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
ea6df498-21ae-463c-8611-95ccf448f931,01/07/2021 10:00:00,Economic Sentiment Indicator,LOW,EUR
270badc1-5e77-4d59-bdee-3563e9ef731b,01/07/2021 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
073156e8-ccf1-4a1b-ae9e-b7f6cafa32c0,01/07/2021 10:00:00,Industrial Confidence,LOW,EUR
f700ee65-ef57-4124-bb4f-d2811964a762,01/07/2021 10:00:00,Retail Sales (MoM),MEDIUM,EUR
f6d3426e-5e12-4b58-8bcc-2076a9806a6b,01/07/2021 10:00:00,Retail Sales (YoY),HIGH,EUR
f12c21a3-8432-4a96-b2fd-85acf55b5c09,01/07/2021 10:00:00,Services Sentiment,LOW,EUR
ad63f721-3b12-46d4-99a0-58a56329b2b1,01/07/2021 10:00:00,Foreign Exchange Reserves (MoM),LOW,CNY
b1bda1c4-31cf-4f91-963f-2f4c8095e01e,01/07/2021 12:30:00,Challenger Job Cuts,LOW,USD
e254874e-db62-4fc9-a314-94b424193c01,01/07/2021 13:30:00,Continuing Jobless Claims,MEDIUM,USD
442246af-b414-4bf6-87a8-8d787e79f5d6,01/07/2021 13:30:00,Goods and Services Trade Balance,MEDIUM,USD
8a77473d-b261-4ac2-959c-4c7a9b3737de,01/07/2021 13:30:00,Goods Trade Balance,LOW,USD
15dc45bb-f7c3-45f4-9c88-ce5d9353e957,01/07/2021 13:30:00,Initial Jobless Claims,MEDIUM,USD
615ed9bb-0d69-4f80-b32b-6bafeb93b393,01/07/2021 13:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
b4d2ca65-76bf-4e90-be64-45213f5ccb4f,01/07/2021 13:30:00,Exports,LOW,CAD
15dca5b0-044c-4fdb-934a-f4b812300396,01/07/2021 13:30:00,Imports,LOW,CAD
9eb10784-8441-47ca-bdde-88fe1f8f61f0,01/07/2021 13:30:00,International Merchandise Trade,MEDIUM,CAD
86cf4054-151f-484b-a632-f02635ce77d2,01/07/2021 15:00:00,ISM Services Employment Index,MEDIUM,USD
9ea5d849-ce68-45ad-a2a7-2c4ecccb909f,01/07/2021 15:00:00,ISM Services New Orders Index,MEDIUM,USD
40aac81b-2bda-44b5-90c4-6e6702f8d266,01/07/2021 15:00:00,ISM Services PMI,HIGH,USD
ca37628b-cfca-48bf-a102-39b9aa83e7c1,01/07/2021 15:00:00,ISM Services Prices Paid,MEDIUM,USD
604c8595-4a59-4d1e-bdc0-fd211b64d7b5,01/07/2021 15:00:00,Ivey Purchasing Managers Index,MEDIUM,CAD
ec7a6a61-8363-437a-b4bd-8906489d806f,01/07/2021 15:00:00,Ivey Purchasing Managers Index s.a,MEDIUM,CAD
523bafac-5731-4e66-a99b-358d932ec3ce,01/07/2021 15:30:00,EIA Natural Gas Storage Change,LOW,USD
ab349616-39fe-45ea-a00c-b06c3ae87a23,01/07/2021 16:30:00,4-Week Bill Auction,LOW,USD
906158f5-4ff1-485b-a50d-b4e4febd7ff7,01/07/2021 18:00:00,Fed's Evans speech,LOW,USD
bebf89d3-b63f-43c4-a379-3a53ddcd863f,01/07/2021 23:30:00,Overall Household Spending (YoY),MEDIUM,JPY
ee3b5f49-2fef-4571-8952-d488a727ff17,01/07/2021 23:50:00,JP Foreign Reserves,LOW,JPY
6f809352-a35b-4cce-a26a-ade06bc07ad5,01/08/2021 05:00:00,Coincident Index,LOW,JPY
094e81a4-22a6-4c19-beb3-9cda87e53f01,01/08/2021 05:00:00,Leading Economic Index,MEDIUM,JPY
87baa962-a3bb-4b79-8530-843b1a8d5430,01/08/2021 06:45:00,Unemployment Rate s.a (MoM),MEDIUM,CHF
13947db6-e132-48fe-828e-c4d0a1fdfa3e,01/08/2021 07:00:00,Current Account n.s.a.,LOW,EUR
70618acf-e260-4407-b357-cadfad729b79,01/08/2021 07:00:00,Exports (MoM),LOW,EUR
6d1fff09-1d64-4f1a-ba8f-e42d2c7662c0,01/08/2021 07:00:00,Imports (MoM),LOW,EUR
9f90ddd2-0127-462e-bafb-3a266f8b65f1,01/08/2021 07:00:00,Industrial Production n.s.a. w.d.a. (YoY),LOW,EUR
10b2e444-40fb-4f65-874a-46eabcc21daf,01/08/2021 07:00:00,Industrial Production s.a. (MoM),MEDIUM,EUR
11fa10cd-9552-404c-ae58-331b1fc0d741,01/08/2021 07:00:00,Trade Balance s.a.,MEDIUM,EUR
d03a6744-f23e-47ad-9ddd-ca9a153b2026,01/08/2021 07:45:00,Consumer Spending (MoM),LOW,EUR
e0c81103-e065-40bf-9602-81ef34d95445,01/08/2021 07:45:00,Current Account,LOW,EUR
c401505c-3ed0-4f4f-92de-73594320fc54,01/08/2021 07:45:00,"Exports, EUR",LOW,EUR
97063948-9c15-4634-8cb0-6a5768c452a7,01/08/2021 07:45:00,"Imports, EUR",LOW,EUR
77b4ae28-9d43-4d12-9d7f-2b9f7660f6e8,01/08/2021 07:45:00,Industrial Output (MoM),LOW,EUR
c30ce555-b28f-4f57-aced-88254997fd88,01/08/2021 07:45:00,Trade Balance EUR,LOW,EUR
34661f52-e32c-447e-a0c8-0e7efd909ca8,01/08/2021 08:00:00,Foreign Currency Reserves,LOW,CHF
558735e5-48e4-490c-a579-f87923be5fdc,01/08/2021 08:30:00,Halifax House Prices (MoM),LOW,GBP
d99672b4-ab10-49e0-8fae-c5f206e32f60,01/08/2021 08:30:00,Halifax House Prices (YoY/3m),LOW,GBP
e03c905d-ce2f-4320-9d17-afbd81b8f837,01/08/2021 09:00:00,Public Deficit/GDP,LOW,EUR
f25c6d3c-e280-467a-b95d-80a28d04a4c3,01/08/2021 10:00:00,Unemployment,LOW,EUR
b24a6ab3-aff1-4822-9e24-beff97b94d83,01/08/2021 10:00:00,Unemployment Rate,MEDIUM,EUR
19b91b76-fcdf-4958-a714-bd78a68652cc,01/08/2021 13:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
e3587922-03df-4628-8385-6d8e9b264cf3,01/08/2021 13:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
1e6e9093-10e8-495a-9167-0ef89f5bba09,01/08/2021 13:30:00,Average Weekly Hours,LOW,USD
01d7395e-d175-4155-9dc5-396feba10614,01/08/2021 13:30:00,Labor Force Participation Rate,MEDIUM,USD
18da530b-ead2-48e2-91b6-1c1c1a886a93,01/08/2021 13:30:00,Nonfarm Payrolls,HIGH,USD
9bd0474f-a245-4fdc-9aee-f98c84cddca9,01/08/2021 13:30:00,U6 Underemployment Rate,MEDIUM,USD
42969bc3-6837-4362-8175-323fbaf9befb,01/08/2021 13:30:00,Unemployment Rate,MEDIUM,USD
048c1a01-3781-43bc-be8b-d424b6967c1a,01/08/2021 13:30:00,Average Hourly Wages (YoY),MEDIUM,CAD
e657eb32-fd24-46d1-957d-20e913d163fe,01/08/2021 13:30:00,Net Change in Employment,HIGH,CAD
193d58ef-c69d-4c97-a3c9-d1383c75b3b9,01/08/2021 13:30:00,Participation Rate,MEDIUM,CAD
99cf33c5-c444-4b4b-a122-9cf44a704463,01/08/2021 13:30:00,Unemployment Rate,HIGH,CAD
4c289c7c-36d2-4963-9acb-9ddbc400f175,01/08/2021 15:00:00,Wholesale Inventories,LOW,USD
7098e9a5-cd66-4797-8bc8-8274f516852d,01/08/2021 16:00:00,Fed's Clarida speech,MEDIUM,USD
b8864743-18de-4d16-b05b-ca78f6a37166,01/08/2021 18:00:00,Baker Hughes US Oil Rig Count,LOW,USD
e51acddb-021f-4971-8c5f-1f728a331eed,01/08/2021 20:00:00,Consumer Credit Change,LOW,USD
9ec0e6fc-8ed3-48f9-896d-550d9924cd78,01/08/2021 20:30:00,CFTC Gold NC Net Positions,LOW,USD
1b057147-5f29-441d-b735-7735f738d106,01/08/2021 20:30:00,CFTC Oil NC Net Positions,LOW,USD
a288efed-936f-4c0b-9bc8-18102c062a35,01/08/2021 20:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
5bb2be10-edee-4ddb-9e57-430a704b1457,01/08/2021 20:30:00,CFTC GBP NC Net Positions,LOW,GBP
cb5e52a3-d144-49ba-9132-dcb875f515c2,01/08/2021 20:30:00,CFTC JPY NC Net Positions,LOW,JPY
fec51d42-4392-4d10-8ab5-70b7c2eda8dd,01/08/2021 20:30:00,CFTC EUR NC Net Positions,LOW,EUR
6cb0529b-1e95-4f14-ae76-d5b80418ec1c,01/08/2021 20:30:00,CFTC AUD NC Net Positions,LOW,AUD
e86b8484-798b-49d5-9ac1-806bb8f6804b,01/10/2021 15:00:00,Coming-of-Age Day,NONE,JPY
51a340fa-9fef-4160-a4b4-eb7832bf7d31,01/11/2021 00:00:00,TD Securities Inflation (MoM),MEDIUM,AUD
0abbbf72-5a6c-4a73-877f-c0e7ce54e782,01/11/2021 00:00:00,TD Securities Inflation (YoY),MEDIUM,AUD
fc002871-2f1d-40dd-9eb0-09df580a8fd2,01/11/2021 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
9528d9df-9328-4df0-8a68-83b1ff2d8869,01/11/2021 01:30:00,Consumer Price Index (MoM),MEDIUM,CNY
2c2721db-ede4-4875-8f97-2eb6cee569cc,01/11/2021 01:30:00,Consumer Price Index (YoY),HIGH,CNY
d2b82192-9859-4464-8c76-0c619c90e88a,01/11/2021 01:30:00,Producer Price Index (YoY),MEDIUM,CNY
95525d65-28fc-4ef4-8f58-b8ef2711a76e,01/11/2021 08:00:00,Industrial Output Cal Adjusted (YoY),LOW,EUR
7bdd73e8-3958-4fc2-a95f-794e2819e16f,01/11/2021 09:30:01,Sentix Investor Confidence,LOW,EUR
121bc0e4-d2bf-467e-9d06-f5a546caf029,01/11/2021 14:00:00,BoE's Tenreyro speech,MEDIUM,GBP
36e9b2b6-7fde-4d55-be72-8850dd155811,01/11/2021 14:40:00,ECB's President Lagarde speech,HIGH,EUR
baa91690-bdb1-4780-bf6d-437eedb8a971,01/11/2021 15:00:00,BoE's Governor Bailey speech,HIGH,GBP
00f2db1f-2905-41a1-9321-91031f96eb0f,01/11/2021 15:30:00,Bank of Canada Business Outlook Survey,MEDIUM,CAD
43f51d32-77e6-4f12-a694-80835346989d,01/11/2021 16:30:00,3-Month Bill Auction,LOW,USD
20b82ec4-448e-4d3d-8a97-ad96ba959e52,01/11/2021 16:30:00,6-Month Bill Auction,LOW,USD
e016e5e8-2f39-4eb8-81fc-5b7797ceaf68,01/11/2021 17:00:00,Fed's Bostic speech,MEDIUM,USD
ef8dcca6-826c-46cd-aa6f-9348ef30043e,01/11/2021 18:00:00,3-Year Note Auction,LOW,USD
45d6f48e-0bb6-46f3-bac2-84fc5b8d63fc,01/11/2021 23:00:00,Fed's Kaplan speech,MEDIUM,USD
c4c2546d-44f3-4cc0-ba47-d98e2d7c3a2c,01/11/2021 23:50:00,Bank Lending (YoY),LOW,JPY
6f1a8299-fe36-472a-9490-e1564c589429,01/11/2021 23:50:00,Current Account n.s.a.,MEDIUM,JPY
151cfea2-f978-4983-8b90-ba25ddd04e19,01/11/2021 23:50:00,Trade Balance - BOP Basis,LOW,JPY
0650d225-438e-4a96-b0ce-399a99c7f846,01/12/2021 00:01:00,BRC Like-For-Like Retail Sales (YoY),MEDIUM,GBP
8e304195-2a5a-40cc-ba7d-08253bf2d6f0,01/12/2021 05:00:00,Eco Watchers Survey: Current,LOW,JPY
550bcf73-57c7-4c72-9af6-ee517aa6f7bc,01/12/2021 05:00:00,Eco Watchers Survey: Outlook,LOW,JPY
09e5f6ce-9530-43bd-ba63-2ed847af7991,01/12/2021 09:00:00,Retail Sales n.s.a (YoY),LOW,EUR
4cfc8ca3-e8b4-4f56-8d4d-2c9d5c04d3d4,01/12/2021 09:00:00,Retail Sales s.a. (MoM),LOW,EUR
