Gmt time,Open,High,Low,Close,Volume
03.01.2016 22:00:00.000,0.68278,0.68303,0.68278,0.68299,138380.0049
03.01.2016 23:00:00.000,0.68300,0.68348,0.68236,0.68273,3371840.0879
04.01.2016 00:00:00.000,0.68273,0.68317,0.68025,0.68050,3012719.9707
04.01.2016 01:00:00.000,0.68049,0.68055,0.67552,0.67653,3952560.0586
04.01.2016 02:00:00.000,0.67654,0.67699,0.67534,0.67642,3630550.0488
04.01.2016 03:00:00.000,0.67642,0.67679,0.67484,0.67520,2083060.0586
04.01.2016 04:00:00.000,0.67519,0.67596,0.67512,0.67556,1654180.0537
04.01.2016 05:00:00.000,0.67556,0.67599,0.67449,0.67517,2434729.9805
04.01.2016 06:00:00.000,0.67521,0.67592,0.67499,0.67557,2742239.9902
04.01.2016 07:00:00.000,0.67557,0.67680,0.67454,0.67675,3495459.9609
04.01.2016 08:00:00.000,0.67675,0.67736,0.67581,0.67623,4054399.9023
04.01.2016 09:00:00.000,0.67623,0.67669,0.67554,0.67650,2268530.0293
04.01.2016 10:00:00.000,0.67651,0.67750,0.67635,0.67696,2239669.9219
04.01.2016 11:00:00.000,0.67697,0.67754,0.67562,0.67585,2245129.8828
04.01.2016 12:00:00.000,0.67587,0.67603,0.67415,0.67551,2904750
04.01.2016 13:00:00.000,0.67551,0.67565,0.67352,0.67428,3100969.9707
04.01.2016 14:00:00.000,0.67427,0.67624,0.67403,0.67578,3838030.0293
04.01.2016 15:00:00.000,0.67578,0.67643,0.67284,0.67312,4046010.0098
04.01.2016 16:00:00.000,0.67312,0.67376,0.67189,0.67369,3049949.9512
04.01.2016 17:00:00.000,0.67367,0.67445,0.67289,0.67438,2075020.0195
04.01.2016 18:00:00.000,0.67438,0.67492,0.67381,0.67471,1698050.0488
04.01.2016 19:00:00.000,0.67471,0.67483,0.67414,0.67483,1668880.0049
04.01.2016 20:00:00.000,0.67483,0.67517,0.67409,0.67453,2123550.0488
04.01.2016 21:00:00.000,0.67454,0.67513,0.67437,0.67497,1124709.9609
04.01.2016 22:00:00.000,0.67496,0.67499,0.67402,0.67488,1660329.9561
04.01.2016 23:00:00.000,0.67487,0.67490,0.67402,0.67424,2274090.0879
05.01.2016 00:00:00.000,0.67419,0.67488,0.67400,0.67439,1847170.0439
05.01.2016 01:00:00.000,0.67439,0.67574,0.67415,0.67557,2629500
05.01.2016 02:00:00.000,0.67563,0.67567,0.67402,0.67474,1849339.9658
05.01.2016 03:00:00.000,0.67475,0.67499,0.67389,0.67399,1350280.0293
05.01.2016 04:00:00.000,0.67400,0.67434,0.67348,0.67398,1717890.0146
05.01.2016 05:00:00.000,0.67400,0.67401,0.67284,0.67353,1929739.9902
